Key,Dist,District ID,District Name,School ID,School Name,Enrollment,Total School Per Pupil Expenditures,Total Expenditures Per School,Local Percentage,Federal Percentage,State Percentage,Year,,
040 0006,40,40,Bledsoe County,6,Bledsoe County Middle School,391,*,*,,,,2020,,0.00%
051 0006,51,51,Alcoa,6,Alcoa Middle School,488,*,*,,,,2020,,0.00%
570 0006,570,570,Madison County,6,Alexander Elementary School,352,*,*,,,,2020,,0.00%
710 0006,710,710,Putnam County,6,VITAL:  Upper Cumberland e-Learning Network,127,*,*,,,,2020,,0.00%
793 0006,793,793,Arlington,6,Arlington Middle,984,*,*,,,,2020,,0.00%
010 0005,10,10,Anderson County,5,Andersonville Elementary,328,*,*,,,,2020,,0.00%
011 0005,11,11,Clinton,5,Clinton Elementary,525,*,*,,,,2020,,0.00%
040 0005,40,40,Bledsoe County,5,Bledsoe County High School,522,*,*,,,,2020,,0.00%
051 0005,51,51,Alcoa,5,Alcoa Elementary,523,*,*,,,,2020,,0.00%
070 0005,70,70,Campbell County,5,Caryville Elementary,539,*,*,,,,2020,,0.00%
080 0005,80,80,Cannon County,5,Auburn Elementary,129,*,*,,,,2020,,0.00%
092 0005,92,92,Hollow Rock - Bruceton,5,Central Elementary,317,*,*,,,,2020,,0.00%
093 0005,93,93,Huntingdon Special School District,5,Huntingdon Middle School,513,*,*,,,,2020,,0.00%
094 0005,94,94,McKenzie,5,McKenzie Elementary,525,*,*,,,,2020,,0.00%
095 0005,95,95,South Carroll,5,Clarksburg School,348,*,*,,,,2020,,0.00%
097 0005,97,97,West Carroll Sp Dist,5,West Carroll Junior/Senior High School,445,*,*,,,,2020,,0.00%
100 0005,100,100,Carter County,5,Central Elementary,250,*,*,,,,2020,,0.00%
110 0005,110,110,Cheatham County,5,Ashland City Elementary,421,*,*,,,,2020,,0.00%
120 0005,120,120,Chester County,5,Chester County Middle School,402,*,*,,,,2020,,0.00%
130 0005,130,130,Claiborne County,5,Claiborne Adult High School,0,*,*,,,,2020,,0.00%
140 0005,140,140,Clay County,5,Celina K-8,573,*,*,,,,2020,,0.00%
150 0005,150,150,Cocke County,5,Bridgeport Elementary,358,*,*,,,,2020,,0.00%
151 0005,151,151,Newport,5,Newport Grammar School,682,*,*,,,,2020,,0.00%
160 0005,160,160,Coffee County,5,Coffee County Central High School,1182,*,*,,,,2020,,0.00%
161 0005,161,161,Manchester,5,College Street Elementary,469,*,*,,,,2020,,0.00%
162 0005,162,162,Tullahoma,5,Bel Aire Elementary,350,*,*,,,,2020,,0.00%
171 0005,171,171,Alamo,5,Alamo Elementary,643,*,*,,,,2020,,0.00%
172 0005,172,172,Bells,5,Bells Elementary,422,*,*,,,,2020,,0.00%
190 0005,190,190,Metro Nashville Public Schools,5,Alex Green Elementary,240,*,*,,,,2020,,0.00%
200 0005,200,200,Decatur County,5,Decaturville Elementary,281,*,*,,,,2020,,0.00%
220 0005,220,220,Dickson County,5,Stuart Burns Elementary,680,*,*,,,,2020,,0.00%
250 0005,250,250,Fentress County,5,Allardt Elementary,388,*,*,,,,2020,,0.00%
273 0005,273,273,Trenton,5,Peabody High School,376,*,*,,,,2020,,0.00%
274 0005,274,274,Bradford,5,Bradford High School,250,*,*,,,,2020,,0.00%
290 0005,290,290,Grainger County,5,Bean Station Elementary,431,*,*,,,,2020,,0.00%
300 0005,300,300,Greene County,5,Baileyton Elementary,383,*,*,,,,2020,,0.00%
320 0005,320,320,Hamblen County,5,Alpha Elementary,624,*,*,,,,2020,,0.00%
330 0005,330,330,Hamilton County,5,Allen Elementary,498,*,*,,,,2020,,0.00%
350 0005,350,350,Hardeman County Schools,5,Bolivar Elementary,769,*,*,,,,2020,,0.00%
371 0005,371,371,Rogersville,5,Rogersville Elementary,653,*,*,,,,2020,,0.00%
380 0005,380,380,Haywood County,5,Anderson Early Childhood,416,*,*,,,,2020,,0.00%
390 0005,390,390,Henderson County,5,Bargerton Elementary,268,*,*,,,,2020,,0.00%
391 0005,391,391,Lexington,5,Paul G. Caywood Elementary,615,*,*,,,,2020,,0.00%
410 0005,410,410,Hickman County,5,Centerville Elementary,396,*,*,,,,2020,,0.00%
420 0005,420,420,Houston County,5,Erin Elementary,438,*,*,,,,2020,,0.00%
430 0005,430,430,Humphreys County,5,Lakeview Elementary,334,*,*,,,,2020,,0.00%
440 0005,440,440,Jackson County,5,Jackson County High School,418,*,*,,,,2020,,0.00%
460 0005,460,460,Johnson County,5,Doe Elementary,175,*,*,,,,2020,,0.00%
480 0005,480,480,Lake County,5,Lake Co High School,207,*,*,,,,2020,,0.00%
531 0005,531,531,Lenoir City,5,Lenoir City High School,1258,*,*,,,,2020,,0.00%
541 0005,541,541,Athens,5,Athens City Middle School,507,*,*,,,,2020,,0.00%
550 0005,550,550,McNairy County,5,Adamsville Elementary,702,*,*,,,,2020,,0.00%
560 0005,560,560,Macon County,5,Central Elementary,445,*,*,,,,2020,,0.00%
581 0005,581,581,Richard City,5,Richard Hardy Memorial School,270,*,*,,,,2020,,0.00%
600 0005,600,600,Maury County,5,J. R. Baker Elementary,357,*,*,,,,2020,,0.00%
610 0005,610,610,Meigs County,5,Meigs South Elementary,406,*,*,,,,2020,,0.00%
621 0005,621,621,Sweetwater,5,Brown Intermediate School,338,*,*,,,,2020,,0.00%
630 0005,630,630,Montgomery County,5,Barksdale Elementary,607,*,*,,,,2020,,0.00%
670 0005,670,670,Overton County,5,Allons Elementary,294,*,*,,,,2020,,0.00%
690 0005,690,690,Pickett County,5,Pickett Co High School,200,*,*,,,,2020,,0.00%
700 0005,700,700,Polk County,5,Benton Elementary,389,*,*,,,,2020,,0.00%
710 0005,710,710,Putnam County,5,Algood Elementary,598,*,*,,,,2020,,0.00%
721 0005,721,721,Dayton,5,Dayton City Elementary,879,*,*,,,,2020,,0.00%
730 0005,730,730,Roane County,5,Cherokee Middle School,507,*,*,,,,2020,,0.00%
750 0005,750,750,Rutherford County,5,Buchanan Elementary,549,*,*,,,,2020,,0.00%
751 0005,751,751,Murfreesboro,5,Discovery School,396,*,*,,,,2020,,0.00%
760 0005,760,760,Scott County,5,Burchfield Elementary,538,*,*,,,,2020,,0.00%
761 0005,761,761,Oneida,5,Oneida Elementary,610,*,*,,,,2020,,0.00%
770 0005,770,770,Sequatchie County,5,Sequatchie Co Middle School,683,*,*,,,,2020,,0.00%
793 0005,793,793,Arlington,5,Arlington Elementary,868,*,*,,,,2020,,0.00%
800 0005,800,800,Smith County,5,Carthage Elementary,424,*,*,,,,2020,,0.00%
821 0005,821,821,Bristol,5,Anderson Elementary,371,*,*,,,,2020,,0.00%
830 0005,830,830,Sumner County,5,Beech Elementary,642,*,*,,,,2020,,0.00%
850 0005,850,850,Trousdale County,5,Trousdale Co Elementary,625,*,*,,,,2020,,0.00%
860 0005,860,860,Unicoi County,5,Unicoi Co Middle School,505,*,*,,,,2020,,0.00%
870 0005,870,870,Union County,5,Big Ridge Elementary,217,*,*,,,,2020,,0.00%
900 0005,900,900,Washington County,5,Washington County Adult High School,0,*,*,,,,2020,,0.00%
910 0005,910,910,Wayne County,5,Collinwood Elementary,367,*,*,,,,2020,,0.00%
920 0005,920,920,Weakley County,5,Dresden Elementary,485,*,*,,,,2020,,0.00%
940 0005,940,940,Williamson County,5,Bethesda Elementary,549,*,*,,,,2020,,0.00%
941 0005,941,941,Franklin SSD,5,Johnson Elementary,366,*,*,,,,2020,,0.00%
950 0005,950,950,Wilson County,5,Carroll Oakland Elementary,722,*,*,,,,2020,,0.00%
951 0005,951,951,Lebanon,5,Byars Dowdy Elementary,607,*,*,,,,2020,,0.00%
960 0005,960,960,West Tennessee School for the Deaf,5,West Tennessee School For Deaf,42,*,*,,,,2020,,0.00%
961 0005,961,961,Alvin C York Institute,5,Alvin C. York Institute,516,*,*,,,,2020,,0.00%
963 0005,963,963,Tennessee School for Blind,5,Tenn School For Blind,115,*,*,,,,2020,,0.00%
964 0005,964,964,Tennessee School for the Deaf,5,Tennessee Elementary School For Deaf,49,*,*,,,,2020,,0.00%
985 0005,985,985,Achievement School District,5,Corning Achievement Elementary,127,*,*,,,,2020,,0.00%
030 0004,30,30,Benton County,4,Benton County Academy,0,*,*,,,,2020,,0.00%
750 0004,750,750,Rutherford County,4,Blackman High School,1961,*,*,,,,2020,,0.00%
840 0004,840,840,Tipton County,4,Atoka Elementary School,879,*,*,,,,2020,,0.00%
940 0004,940,940,Williamson County,4,Allendale Elementary School,685,*,*,,,,2020,,0.00%
010 0003,10,10,Anderson County,3,Anderson County Career  Technical Center,0,*,*,,,,2020,,0.00%
070 0003,70,70,Campbell County,3,Campbell County Comprehensive High School,1333,*,*,,,,2020,,0.00%
170 0003,170,170,Crockett County,3,Crockett County High School,869,*,*,,,,2020,,0.00%
190 0003,190,190,Metro Nashville Public Schools,3,MNPS Virtual School,90,*,*,,,,2020,,0.00%
200 0003,200,200,Decatur County,3,Riverside High School,497,*,*,,,,2020,,0.00%
470 0003,470,470,Knox County,3,Adrian Burnett Elementary,519,*,*,,,,2020,,0.00%
510 0003,510,510,Lewis County,3,Lewis County Middle School,382,*,*,,,,2020,,0.00%
630 0003,630,630,Montgomery County,3,Barkers Mill Elementary,993,*,*,,,,2020,,0.00%
750 0003,750,750,Rutherford County,3,Barfield Elementary,831,*,*,,,,2020,,0.00%
780 0003,780,780,Sevier County,3,Greenbrier Alternative Learning Center,0,*,*,,,,2020,,0.00%
794 0003,794,794,Bartlett,3,Altruria Elementary,808,*,*,,,,2020,,0.00%
830 0003,830,830,Sumner County,3,Jack Anderson Elementary,887,*,*,,,,2020,,0.00%
010 0002,10,10,Anderson County,2,Anderson County High School,1078,*,*,,,,2020,,0.00%
070 0002,70,70,Campbell County,2,Campbell Co Adult High School,0,*,*,,,,2020,,0.00%
470 0002,470,470,Knox County,2,Amherst Elementary School,769,*,*,,,,2020,,0.00%
750 0002,750,750,Rutherford County,2,Blackman Middle School,1584,*,*,,,,2020,,0.00%
840 0002,840,840,Tipton County,2,Austin Peay Elementary School,604,*,*,,,,2020,,0.00%
190 0001,190,190,Metro Nashville Public Schools,1,A. Z. Kelley Elementary,861,*,*,,,,2020,,0.00%
750 0001,750,750,Rutherford County,1,Blackman Elementary School,992,*,*,,,,2020,,0.00%
793 0001,793,793,Arlington,1,Arlington High,2097,*,*,,,,2020,,0.00%
,,,,,,,,,,,,,,0.00%
